username,division,score,place,match_id
astaroth,2,1135.56,1,5868
Yarin,1,1135.29,2,5868
jachor,2,1103.77,2,5868
Eryx,1,982.87,3,5868
palo,2,1032.8,3,5868
ivan_metelsky,1,975.0,4,5868
cbudin,2,939.13,4,5868
marian,1,666.53,5,5868
nightmare,2,755.03,5,5868
Eryx,1,1297.18,1,5871
Snail,2,1238.69,1,5871
SnapDragon,1,1177.21,2,5871
BeanSweany,2,1222.25,2,5871
kalinov,1,1103.84,3,5871
fvillaf,2,1201.5,3,5871
natori,1,858.15,4,5871
Wavicle,2,949.1,4,5871
jms137,1,708.2,5,5871
Obviously,2,934.22,5,5871
marian,1,1234.5,1,5869
herbert_duarte,2,1288.34,1,5869
Jan_Kuipers,1,1177.83,2,5869
tc-chung,2,1264.82,2,5869
Yarin,1,1174.34,3,5869
ibonaci,2,1190.23,3,5869
misof,1,1132.02,4,5869
xiangyu1,2,1184.86,4,5869
lars,1,1101.42,5,5869
Rotsor,2,1173.17,5,5869
kalinov,1,1096.09,1,6524
HilbertRaum,1,1044.3,2,6524
tmyklebu,1,1042.33,3,6524
marian,1,1033.43,4,6524
ploh,1,1028.84,5,6524
lingo,1,873.31,1,6525
Jan_Kuipers,1,852.18,2,6525
Per,1,746.52,3,6525
AdrianKuegel,1,733.63,4,6525
XuChuan,1,714.14,5,6525
tomek,1,1156.25,1,6523
Wernie,1,1117.1,2,6523
Andrew_Lazarev,1,1075.38,3,6523
PMH,1,1070.69,4,6523
gepa,1,1052.38,5,6523
haha,1,1541.71,1,6515
Oleksiy,2,1418.6,1,6515
John Dethridge,1,1507.77,2,6515
bluequark,2,1196.56,2,6515
natori,1,1503.68,3,6515
wickedman,2,1192.03,3,6515
wleite,1,1283.8,4,6515
logged,2,1189.88,4,6515
Maris,1,1281.04,5,6515
peterSK,2,1093.65,5,6515
Im2Good,1,1185.47,1,6527
paranoia,1,1169.1,2,6527
asaveljevs,1,1152.46,3,6527
cyfra,1,1146.55,4,6527
ante,1,1118.81,5,6527
ploh,1,1230.62,1,5870
fluffy_,2,1160.11,1,5870
pparys,1,740.64,2,5870
Mg9H,2,825.22,2,5870
szymcio,1,648.55,3,5870
s-n-e-e-r,2,732.17,3,5870
battyone,1,619.27,4,5870
Nexius,2,720.78,4,5870
Vedensky,1,505.85,5,5870
hellstrom,2,720.03,5,5870
haha,1,1251.77,1,6529
tomek,1,1241.65,2,6529
antimatter,1,1240.31,3,6529
Jan_Kuipers,1,1138.4,4,6529
krijgertje,1,1124.69,5,6529
John Dethridge,1,987.0,1,6526
mathijs,1,922.33,2,6526
Ruberik,1,833.89,4,6526
zjq,1,795.33,5,6526
reid,1,738.58,6,6526
tomek,1,1736.47,1,6516
Marto,2,1648.17,1,6516
marian,1,1647.06,2,6516
valo_bg,2,1557.19,2,6516
misof,1,1553.62,3,6516
Dan[Popovici],2,1556.92,3,6516
liympanda,1,1492.33,4,6516
maone,2,1509.0,4,6516
gepa,1,1489.02,5,6516
kclancy,2,1500.45,5,6516
Eryx,1,1250.87,1,6531
cyfra,1,1199.68,2,6531
AdrianKuegel,1,1195.63,3,6531
misof,1,1122.42,4,6531
krijgertje,1,1109.77,5,6531
Jan_Kuipers,1,1455.25,1,6518
entaroadun,2,1119.24,1,6518
haha,1,1393.67,2,6518
nidonido,2,1081.73,2,6518
marian,1,1291.75,3,6518
Philya,2,721.48,3,6518
Per,1,1274.53,4,6518
{rustam},2,688.35,4,6518
PaulJefferys,1,1252.57,5,6518
Zuza,2,635.52,5,6518
radeye,1,1658.31,1,6519
titid_gede,2,1517.87,1,6519
SnapDragon,1,1641.14,2,6519
jkburt,2,1345.72,2,6519
John Dethridge,1,1561.6,3,6519
DamianK,2,1177.33,3,6519
tomek,1,1560.2,4,6519
tolkienfan,2,1174.66,4,6519
natori,1,1432.56,5,6519
henryouly,2,962.55,5,6519
John Dethridge,1,1506.28,1,6528
Per,1,1492.22,2,6528
Savior,1,1468.77,3,6528
Eryx,1,1452.63,4,6528
tomek,1,1424.18,5,6528
benetin,1,566.14,1,6520
chrbanx,2,1482.73,1,6520
PaulJefferys,1,562.01,2,6520
Mojito1,2,1405.75,2,6520
Ryan,1,545.21,3,6520
henryouly,2,1402.55,3,6520
gepa,1,542.82,4,6520
anton_dimitrov,2,1377.68,4,6520
martinp534,1,524.98,5,6520
tjlandy,2,1368.27,5,6520
SnapDragon,1,1531.55,1,6521
palmcron,2,1205.23,1,6521
tomek,1,1370.18,2,6521
dgott,2,1154.67,2,6521
haha,1,1262.9,3,6521
smsorin,2,1135.71,3,6521
Jan_Kuipers,1,1233.93,4,6521
igorsk,2,1133.06,4,6521
ivan_metelsky,1,1158.19,5,6521
niphoton,2,1094.7,5,6521
nicka81,1,1558.43,1,6532
supernova,2,1572.83,1,6532
John Dethridge,1,1427.75,3,6532
rsasanka,2,1566.5,2,6532
Jasko,1,1426.14,4,6532
sudeep,2,1537.04,3,6532
StefanPochmann,1,1424.26,5,6532
HSK_Zylo,2,1523.5,4,6532
bolu,1,1419.23,6,6532
Dazu,2,1520.23,5,6532
John Dethridge,1,1200.3,1,6517
IvanRomanov,2,811.42,1,6517
tomek,1,962.82,2,6517
Pisky,2,805.4,2,6517
jshute,1,943.16,3,6517
MichaelN,2,728.98,3,6517
haha,1,761.76,4,6517
RedSpikeyThing,2,704.66,4,6517
SnapDragon,1,731.24,5,6517
Kentaro,2,664.49,5,6517
Im2Good,1,895.25,1,6530
Eryx,1,750.05,2,6530
John Dethridge,1,523.09,3,6530
abi_k,1,502.74,4,6530
overwise,1,501.28,5,6530
tomek,1,1644.36,1,10658
lucasr,2,1220.12,1,10658
krijgertje,1,1558.77,2,10658
monoid,2,1178.65,2,10658
lovro,1,1543.21,3,10658
Rahenri,2,1175.44,3,10658
bmerry,1,1483.86,4,10658
Kontakter,2,1147.48,4,10658
liympanda,1,1452.84,5,10658
0moikane,2,1133.85,5,10658
Petr,1,1646.29,1,10659
MasterZerg,2,1538.67,1,10659
nika,1,1547.33,2,10659
leoveanu_unu,2,1509.04,2,10659
kalinov,1,1495.94,3,10659
jekica,2,1466.08,3,10659
bmerry,1,1456.08,4,10659
wefgef,2,1306.09,4,10659
tomekkulczynski,1,1417.03,5,10659
diam1,2,1305.46,5,10659
ploh,1,1291.57,1,10660
lewha0,2,1432.56,1,10660
Petr,1,1185.56,2,10660
Gaizka,2,1411.04,2,10660
Abednego,1,1131.52,3,10660
ebd,2,1362.09,3,10660
John Dethridge,1,1127.98,4,10660
soulxx,2,1237.63,4,10660
liympanda,1,1112.9,5,10660
dramk,2,1124.23,6,10660
Egor,1,1102.97,1,10657
AJA,2,838.25,1,10657
andrewzta,1,1093.41,2,10657
hutelang,2,806.0,2,10657
not2knight,1,799.97,3,10657
pinc,2,774.82,3,10657
Petr,1,781.58,4,10657
TrePe,2,772.5,4,10657
falagar,1,753.12,5,10657
thocev5,2,770.99,5,10657
andrewzta,1,1293.59,1,10661
Ice-man,2,1745.3,1,10661
Petr,1,1264.09,2,10661
ltdtl,2,1543.3,2,10661
konqueror,1,1118.97,4,10661
microsoft,2,1488.61,3,10661
darnley,1,1071.32,5,10661
whythat,2,1266.27,4,10661
pashka,1,1026.45,6,10661
siavosh,2,1219.41,5,10661
Petr,1,1557.67,1,10662
janakporwal,2,898.02,1,10662
andrewzta,1,1553.3,2,10662
Digibomb,2,818.97,2,10662
Eryx,1,1494.89,3,10662
fegla,2,732.39,3,10662
tomek,1,1386.42,4,10662
MDA,2,723.34,4,10662
nigulh,1,1375.9,5,10662
cax,2,704.87,5,10662
ACRush,1,1593.34,1,10663
TOXA,2,1625.11,1,10663
ploh,1,1288.57,2,10663
klopyrev,2,1429.84,2,10663
zhuzeyuan,1,1223.0,3,10663
phosphor00,2,1243.04,3,10663
Loner,1,1186.84,4,10663
cytmike,2,1134.9,4,10663
tsjoker,1,1134.14,5,10663
crystalline,2,1132.11,5,10663
mathijs,1,441.55,1,6552
Eryx,1,433.1,2,6552
RalphFurmaniak,1,400.55,3,6552
cyfra,1,306.39,4,6552
dangelo,1,231.08,5,6552
ploh,1,1376.01,1,6551
John Dethridge,1,1172.08,2,6551
Im2Good,1,889.22,3,6551
AdrianKuegel,1,558.29,4,6551
monsoon,1,552.7,5,6551
xhl_kogitsune,1,639.81,1,10665
vanessa,2,1202.14,1,10665
kalinov,1,626.62,2,10665
leiz,2,884.4,2,10665
gozman,1,608.13,3,10665
psychopata,2,836.26,3,10665
Soultaker,1,606.88,4,10665
dpetek,2,830.41,4,10665
Vasyl[alphacom],1,599.73,5,10665
anil.putla,2,802.61,5,10665
liympanda,1,1421.75,1,10664
Ben_shooter2,2,1349.92,1,10664
marek.cygan,1,1100.7,2,10664
Nedy88,2,924.53,2,10664
ACRush,1,817.63,3,10664
lNVISIBLE,2,783.77,3,10664
JongMan,1,777.27,4,10664
wanchan,2,781.99,4,10664
gawry,1,750.34,5,10664
starforever,2,757.45,5,10664
misof,1,1088.27,1,6553
Eryx,1,446.66,2,6553
ante,1,237.27,3,6553
John Dethridge,1,174.38,4,6553
RalphFurmaniak,1,164.18,5,6553
ACRush,1,1812.9,1,10667
johngull,2,1315.0,1,10667
Petr,1,1626.91,2,10667
Sema,2,1155.08,2,10667
gawry,1,1623.03,3,10667
Ivanidze,2,1021.08,3,10667
Revenger,1,1612.58,4,10667
MGLC,2,948.0,4,10667
kalinov,1,1547.74,5,10667
MDA,2,802.67,5,10667
ACRush,1,1607.1,1,10668
skywendy,2,1136.46,1,10668
bmerry,1,1553.71,2,10668
At_the_Summit,2,1090.34,2,10668
Egor,1,1512.18,3,10668
kp0t,2,1059.88,3,10668
darnley,1,1370.22,4,10668
ngg,2,1044.8,4,10668
Vitaliy,1,1364.29,5,10668
testingtimefor,2,945.09,5,10668
tomek,1,1321.62,1,6550
misof,1,1030.27,2,6550
ante,1,956.35,3,6550
kalinov,1,824.66,4,6550
krijgertje,1,188.32,5,6550
SuperMutant,1,1399.86,1,10730
bjoeris,1,1364.46,2,10730
cyfra,1,1284.59,3,10730
Crush,1,1253.64,4,10730
dgarthur,1,1231.46,5,10730
vdods,1,201.89,1,10746
relic,1,183.6,2,10746
jwalzer,1,154.39,3,10746
slavejovanovski,1,151.22,4,10746
mannishmaheshwa,1,0.0,5,10746
icanadi,1,1282.1,1,10735
sean_henderson,1,1273.25,2,10735
fpmc,1,1229.74,3,10735
liux0229,1,1119.55,4,10735
cz.vx.bc,1,1086.28,5,10735
igorsk,1,1496.98,1,10731
DmitryKorolev,1,1386.57,2,10731
lNVISIBLE,1,1378.37,3,10731
simonenko,1,1360.4,4,10731
ftc,1,1351.54,5,10731
Eryx,1,1537.84,1,10666
tteesstt,2,1441.86,1,10666
ahyangyi,1,1428.57,2,10666
vpj,2,1420.42,2,10666
andrewzta,1,1291.16,3,10666
LayCurse,2,1384.79,3,10666
Petr,1,1266.56,4,10666
dronzer,2,1356.83,4,10666
Burunduk1,1,1255.79,5,10666
msn-buckeye,2,1326.84,5,10666
Petr,1,1854.95,1,10738
ACRush,1,1645.2,2,10738
Per,1,1499.82,3,10738
bmerry,1,1459.57,4,10738
gepa,1,1441.93,5,10738
tomek,1,1794.27,1,10742
kia,1,1722.37,2,10742
gevak,1,1663.22,3,10742
krijgertje,1,1365.9,4,10742
Zhukov_Dmitry,1,1348.56,5,10742
relic,1,217.21,1,10750
slavejovanovski,1,134.2,2,10750
jwalzer,1,0.0,3,10750
vdods,1,-25.0,4,10750
gozman,1,1271.96,1,10743
Revenger,1,1251.54,2,10743
JongMan,1,1237.69,3,10743
sql_lall,1,1205.53,4,10743
Jan_Kuipers,1,1153.14,5,10743
tomek,1,1353.83,1,6535
Vintik,2,1428.95,1,6535
liympanda,1,1339.62,2,6535
fredphil,2,1311.96,2,6535
snewman,1,1266.15,3,6535
mbjorklu,2,1295.33,3,6535
bladerunner,1,1218.31,4,6535
PuffRing,2,1229.25,4,6535
dmytro,1,1085.05,5,6535
tomekW,2,1228.39,5,6535
mathijs,1,231.91,1,6554
tomek,1,132.62,2,6554
ploh,1,0.0,3,6554
misof,1,0.0,3,6554
tomek,1,1408.65,1,6538
wstfgl,2,1588.71,1,6538
Ruberik,1,1141.48,2,6538
Titoz,2,1534.23,2,6538
Zis,1,1003.61,3,6538
rasto6sk,2,1522.96,4,6538
natori,1,784.51,4,6538
prayanks,2,1504.36,5,6538
misof,1,760.36,5,6538
Trixda,2,1402.68,7,6538
tomek,1,1412.24,1,6534
Petr,2,1289.24,1,6534
venco,1,1139.84,2,6534
hken,2,742.37,2,6534
Mootz,1,1131.58,3,6534
isv,2,714.75,3,6534
dgarthur,1,1127.85,4,6534
ruckc,2,687.01,4,6534
Andrew_Lazarev,1,740.46,5,6534
symbad,2,563.1,5,6534
Eryx,1,1356.06,1,6539
Weeblie,2,943.39,1,6539
bladerunner,1,1226.55,2,6539
lschyt,2,844.78,2,6539
nicka81,1,1111.61,3,6539
fluffy_,2,732.92,3,6539
rem,1,1005.55,4,6539
Egor,2,691.63,4,6539
marek.cygan,1,967.61,5,6539
anrieff,2,621.53,5,6539
misof,1,1363.55,1,6537
BhaGeera,2,1523.76,1,6537
Petr,1,1182.0,2,6537
pradhan_ptr,2,1505.39,2,6537
rem,1,1150.0,3,6537
CatalinT,2,1502.57,3,6537
Enogipe,1,1140.94,4,6537
lordbogy,2,1486.27,4,6537
bmerry,1,1133.36,5,6537
Bongle,2,1450.73,5,6537
Eryx,1,1470.31,1,6536
karavanas,2,1197.75,1,6536
krijgertje,1,1226.29,2,6536
syntaxglitch,2,1131.85,2,6536
ivan_metelsky,1,1174.79,3,6536
Kentaro,2,1103.9,3,6536
nicka81,1,1098.49,4,6536
BhaGeera,2,994.85,4,6536
visualage,1,1090.48,5,6536
tcs,2,926.36,5,6536
pparys,1,1178.86,1,7216
dplass,2,1553.27,1,7216
bladerunner,1,1126.23,2,7216
matthew0028,2,1319.11,2,7216
Petr,1,1054.31,3,7216
haixiashi,2,1187.24,3,7216
venco,1,1044.86,4,7216
diegocaminha,2,1080.84,4,7216
Ruberik,1,1039.51,5,7216
bvs,2,1069.29,5,7216
Eryx,1,1321.72,1,7218
zolom,2,1452.39,1,7218
Petr,1,1232.66,2,7218
bramandia,2,1388.28,2,7218
Jan_Kuipers,1,1136.23,3,7218
kolo,2,1164.79,3,7218
singlethread,1,1120.93,4,7218
JNugget,2,1111.14,4,7218
dgarthur,1,1061.58,5,7218
olive_tc,2,1085.19,5,7218
misof,1,1231.24,1,7219
vlad89,2,1331.1,2,7219
Zis,1,1129.23,2,7219
abhiman,2,1324.42,3,7219
Eryx,1,1065.11,3,7219
Seiz3r,2,1324.11,4,7219
ivan_metelsky,1,1052.63,4,7219
gurumurthy,2,1314.76,5,7219
marian,1,1035.17,5,7219
blackfog,2,1313.48,6,7219
SnapDragon,1,1502.89,1,6533
WeixingLi,2,1499.29,1,6533
Savior,1,1480.95,2,6533
logged,2,1418.54,2,6533
monsoon,1,1435.06,3,6533
ziqing,2,1314.03,3,6533
nicka81,1,1416.97,4,6533
eam,2,1241.05,4,6533
AdrianKuegel,1,1380.4,5,6533
visualage,2,1237.86,5,6533
relic,1,50.0,1,10752
slavejovanovski,1,0.0,2,10752
Petr,1,1546.18,1,10749
andrewzta,1,1242.24,2,10749
tomek,1,1141.44,3,10749
krijgertje,1,1132.01,4,10749
ploh,1,1128.68,5,10749
liympanda,1,1291.96,1,10759
nemesis_nitt,1,1238.09,2,10759
SnapDragon,1,1223.19,3,10759
tomek,1,1186.83,4,10759
darnley,1,1153.84,5,10759
Petr,1,1177.65,1,7217
tomekkulczynski,2,1430.48,1,7217
kalinov,1,1170.5,2,7217
xnitin,2,1088.81,2,7217
Yarin,1,1109.52,3,7217
Biskup,2,1004.79,3,7217
rem,1,1079.28,4,7217
Mad_Hatter,2,979.45,4,7217
krijgertje,1,1073.97,5,7217
pradhan_ptr,2,806.49,5,7217
antimatter,1,1408.29,1,10751
Petr,1,1401.48,2,10751
tomek,1,1359.23,3,10751
domino,1,1289.3,4,10751
.Invader,1,1262.16,5,10751
ahyangyi,1,895.11,1,10669
sn0wy0wl,2,1263.32,1,10669
Kawigi,1,781.99,2,10669
tangyouze,2,1176.2,2,10669
andrewzta,1,766.79,3,10669
ACman,2,1018.98,3,10669
Vasyl[alphacom],1,721.61,4,10669
shihab86,2,899.32,4,10669
KOTEHOK,1,720.92,5,10669
gniuxiao,2,697.17,5,10669
Petr,1,1527.45,1,10672
tsebayoth,2,1414.08,1,10672
marek.cygan,1,1285.99,2,10672
FHead,2,1404.23,2,10672
tomek,1,1276.49,3,10672
karthik123,2,1383.88,3,10672
pparys,1,1273.89,4,10672
macs,2,1349.39,4,10672
Chmel_Tolstiy,1,1117.15,5,10672
SourSpinach,2,1348.34,5,10672
SnapDragon,1,1603.51,1,10670
lvxianjie,2,1303.73,1,10670
Petr,1,1591.39,2,10670
moharrami,2,1296.76,2,10670
Ying,1,1392.59,3,10670
ACrazyMan,2,1159.02,3,10670
Michael_Levin,1,1291.05,4,10670
js31415,2,797.68,4,10670
abikbaev,1,1258.48,5,10670
atif.hussain,2,689.86,5,10670
Petr,1,1489.5,1,10674
voidProject,2,1706.5,1,10674
gawry,1,1405.25,2,10674
codenameHarmony,2,1535.61,2,10674
ACRush,1,1345.79,3,10674
Torax,2,1411.43,3,10674
Mike Mirzayanov,1,1295.79,4,10674
danielrocha,2,1376.38,4,10674
ahyangyi,1,1289.09,5,10674
punzki,2,1364.49,5,10674
Petr,1,1519.54,1,10675
McRazy,2,1305.88,1,10675
bmerry,1,1459.56,2,10675
sejert,2,1256.41,2,10675
ACRush,1,1401.5,3,10675
Zephyrzzz,2,1203.03,3,10675
Jan_Kuipers,1,1381.67,4,10675
Yell,2,1153.37,4,10675
darnley,1,1315.01,5,10675
flaresky,2,1111.3,6,10675
kalinov,1,1266.1,1,10671
leiz,2,871.67,1,10671
Revenger,1,828.97,2,10671
bgoel1983,2,751.21,2,10671
Petr,1,811.2,3,10671
anton_kan,2,605.77,3,10671
bmerry,1,775.42,4,10671
BaturaDima,2,559.06,4,10671
liympanda,1,755.42,5,10671
AZ_ZA,2,516.37,5,10671
Petr,1,1084.6,1,7220
andrewzta,2,1463.73,1,7220
liympanda,1,647.47,2,7220
halyavin,2,1382.61,2,7220
ploh,1,621.01,3,7220
ddnumber1,2,1155.47,3,7220
tjq,1,608.48,4,7220
moskaevka,2,589.51,4,7220
marek.cygan,1,570.6,5,7220
samisdad,2,572.65,5,7220
Im2Good,1,1972.53,1,7221
korntest,2,1625.89,1,7221
misof,1,1751.23,2,7221
p45c4l,2,1444.44,2,7221
jdmetz,1,1710.08,3,7221
titid_gede,2,1416.83,3,7221
Zis,1,1702.8,4,7221
sharpobject,2,1394.66,4,7221
ploh,1,1700.79,5,7221
DarkSolver,2,1384.12,5,7221
JongMan,1,942.31,1,10710
crazyb0y,2,1405.86,1,10710
liympanda,1,792.22,2,10710
ziliang,2,1342.87,2,10710
ilyaraz,1,767.54,3,10710
brahle,2,1326.57,3,10710
reiten,1,763.71,4,10710
natalia,2,1283.93,4,10710
ahyangyi,1,761.78,5,10710
donatello,2,1234.5,5,10710
Petr,1,1250.28,1,10709
falsifian,2,1407.94,1,10709
bmerry,1,670.44,2,10709
At_the_Summit,2,1389.74,2,10709
Chmel_Tolstiy,1,656.24,3,10709
programdigest,2,1367.46,3,10709
ante,1,652.22,4,10709
liymouse,2,1296.08,4,10709
Ying,1,593.68,5,10709
smile4u,2,1283.19,5,10709
John Dethridge,1,1302.44,1,7222
kmd-10,2,1508.79,1,7222
jvpardon,1,1286.7,2,7222
{dano},2,1439.18,2,7222
halyavin,1,1237.74,3,7222
galkovsk,2,1376.54,3,7222
Yarin,1,1082.21,4,7222
y,2,1371.73,4,7222
kalinov,1,996.77,5,7222
tnovak,2,1369.18,5,7222
natori,1,1521.32,1,7224
sempiq,2,858.36,1,7224
jdmetz,1,1497.13,2,7224
wrocha,2,723.91,2,7224
John Dethridge,1,1459.47,3,7224
bvs,2,713.53,3,7224
RalphFurmaniak,1,1455.28,4,7224
Vishwesh86,2,690.48,4,7224
nicka81,1,1443.08,5,7224
ar2rd,2,683.17,5,7224
tomek,1,1584.62,1,7223
yuhch123,2,1535.85,1,7223
SnapDragon,1,1543.03,2,7223
nikola_borisof1,2,1503.19,2,7223
krijgertje,1,1535.12,3,7223
relic,2,1436.06,3,7223
antimatter,1,1527.7,4,7223
hou,2,1410.33,4,7223
Yarin,1,1526.43,5,7223
misof,1,1537.44,1,7225
da_brain_damage,2,1047.17,1,7225
warmingup,1,1485.14,2,7225
bcloud,2,712.3,2,7225
rem,1,1296.46,3,7225
szywrz,2,606.89,3,7225
AdrianKuegel,1,1148.85,4,7225
Vishwesh86,2,581.54,4,7225
NPermyakov,1,1102.48,5,7225
ppfish,2,579.51,5,7225
sorinelm,2,1403.39,5,7223
tomek,1,1592.44,1,10673
luison9999,2,1317.85,2,10673
PaulJefferys,1,1249.91,2,10673
espr1t,2,1262.86,3,10673
monsoon,1,1208.01,3,10673
smichal,2,1163.87,4,10673
bmerry,1,1004.85,4,10673
GeKa,2,1031.44,5,10673
gevak,1,980.9,5,10673
__OK__,2,1018.91,6,10673
tomek,1,1691.85,1,7226
bvs,2,1460.09,1,7226
misof,1,1617.68,2,7226
zmast3r,2,1245.19,3,7226
krijgertje,1,1558.12,3,7226
RomanLipovsky,2,1097.67,4,7226
Eryx,1,1550.83,4,7226
alberto,2,1097.56,5,7226
monsoon,1,1448.74,5,7226
CXX,2,1040.56,6,7226
Eryx,1,1356.62,1,7227
soul-net,2,1849.15,1,7227
snewman,1,1318.25,2,7227
kiler,2,1518.19,2,7227
Petr,1,1297.8,3,7227
motono,2,1477.64,3,7227
tomek,1,1282.12,4,7227
cryst,2,1463.02,4,7227
kalinov,1,1277.33,5,7227
_garfield_,2,1324.93,5,7227
misof,1,1307.64,1,8006
Issi,2,1369.16,1,8006
kalinov,1,1224.74,2,8006
__OK__,2,1127.56,2,8006
bladerunner,1,1209.92,3,8006
macin,2,1120.65,3,8006
krijgertje,1,1186.12,4,8006
divyk,2,1114.82,4,8006
ploh,1,1170.39,5,8006
kgs,2,1101.74,5,8006
Petr,1,1358.83,1,8005
sfcommand,2,1471.14,1,8005
tmyklebu,1,1218.41,2,8005
Minny,2,1438.54,2,8005
kalinov,1,1149.15,3,8005
WSX,2,1390.11,4,8005
bladerunner,1,1113.36,4,8005
icecream,2,1348.26,5,8005
monsoon,1,1073.86,5,8005
jvelkic,2,1294.74,6,8005
bladerunner,1,1582.24,1,7228
Protean,2,1613.77,3,7228
lovro,1,1521.85,2,7228
crem,2,1557.47,4,7228
Savior,1,1322.92,3,7228
xaep,2,1522.04,5,7228
sabbir_yousuf,1,1228.35,4,7228
da_brain_damage,2,1516.0,6,7228
Revenger,1,1129.39,5,7228
olsner,2,1496.08,7,7228
Petr,1,1679.8,1,10711
Lapro,2,1615.24,2,10711
ACRush,1,1650.05,2,10711
huacm16,2,1577.17,3,10711
bmerry,1,1577.17,3,10711
Aesop,2,1548.17,4,10711
Egor,1,1537.25,4,10711
lordbogy,2,1519.78,5,10711
OpenGL,1,1514.3,5,10711
bart314,2,1506.18,6,10711
bmerry,1,795.51,1,10841
darnley,1,665.94,2,10841
ploh,1,622.79,3,10841
Vedensky,1,567.67,4,10841
nicka81,1,331.51,5,10841
Vitaliy,1,468.37,1,10840
tomekkulczynski,1,454.99,2,10840
tomek,1,345.94,3,10840
gawry,1,296.58,4,10840
bladerunner,1,254.27,5,10840
kalinov,1,1577.84,1,7992
embe,2,1684.93,1,7992
ivan_metelsky,1,1464.07,2,7992
zig2,2,1638.1,3,7992
marek.cygan,1,1440.4,3,7992
Rounder,2,1614.22,4,7992
jvpardon,1,1399.17,4,7992
unChabonSerio,2,1569.59,5,7992
Revenger,1,1348.24,5,7992
Jan_Kuipers,1,682.75,1,10839
Eryx,1,470.92,2,10839
Ying,1,465.98,3,10839
liympanda,1,397.14,4,10839
JongMan,1,337.4,5,10839
antiw,2,1567.66,6,7992
JongMan,1,562.39,1,10842
tomek,1,402.6,2,10842
marek.cygan,1,279.92,3,10842
ploh,1,236.58,4,10842
gawry,1,228.56,5,10842
ivan_metelsky,1,1478.86,1,7993
malcin,2,1503.86,1,7993
Eryx,1,1411.79,2,7993
RizLA,2,1438.93,2,7993
rem,1,1365.02,3,7993
TheJanitor,2,1431.34,3,7993
Revenger,1,1356.15,4,7993
jianjing,2,1399.5,4,7993
natori,1,1338.98,5,7993
arro239,2,1325.93,5,7993
Yi_Zhang,1,943.75,1,8024
gladius,1,938.32,2,8024
bladerunner,1,931.9,3,8024
tmyklebu,1,929.96,4,8024
jdmetz,1,926.87,5,8024
Andrew_Lazarev,1,851.8,1,10712
lyt,2,1389.05,1,10712
battyone,1,759.21,2,10712
hahao,2,1119.1,2,10712
Egor,1,753.63,3,10712
vijeth.d,2,1107.73,3,10712
liympanda,1,738.5,4,10712
RAD.,2,1105.85,4,10712
Michael_Levin,1,714.16,5,10712
ibommisetty,2,1091.45,5,10712
Jan_Kuipers,1,236.09,1,10843
JongMan,1,231.6,2,10843
Eryx,1,230.84,3,10843
Vitaliy,1,218.22,4,10843
tomekkulczynski,1,217.31,5,10843
JongMan,1,959.45,1,8026
lars,1,953.74,2,8026
nicka81,1,949.81,3,8026
misof,1,945.07,4,8026
HiltonLange,1,932.31,6,8026
SnapDragon,1,972.43,1,8023
marek.cygan,1,956.34,2,8023
tjq,1,933.91,3,8023
venco,1,929.77,4,8023
bjoeris,1,925.3,5,8023
Snail,1,943.36,1,8021
Im2Good,1,928.33,2,8021
cnettel,1,896.52,3,8021
Zis,1,889.66,4,8021
IAC,1,871.35,5,8021
petro,1,347.4,1,8030
mottsc,1,181.59,2,8030
thermal_noise,1,101.15,3,8030
AdrianKuegel,1,807.24,1,8031
hansonp_98,1,0.0,2,8031
battyone,1,874.78,1,8033
toast,1,233.82,2,8033
algoholic,1,139.2,3,8033
roma,1,764.85,1,8034
cbaray,1,665.72,131,8034
hksantosh,1,495.81,2,8034
pegli,1,212.93,3,8034
finn0013,1,0.0,4,8034
krijgertje,1,951.62,1,8020
reid,1,942.21,2,8020
snewman,1,937.23,3,8020
6502,1,895.04,4,8020
grotmol,1,890.83,5,8020
AdrianKuegel,1,745.42,1,8035
Jan_Kuipers,1,645.51,2,8035
toast,1,564.82,3,8035
battyone,1,536.63,4,8035
cbaray,1,498.14,5,8035
lyc1977,1,851.32,1,10765
Malkava,2,925.56,1,10765
Triple_M,1,837.22,2,10765
Zhomart,2,836.48,2,10765
Krzysan,1,836.34,3,10765
Anton[SUrSU],2,772.32,3,10765
kia,1,823.81,4,10765
jcabreur,2,688.6,4,10765
Zhukov_Dmitry,1,797.13,5,10765
gniuxiao,2,681.38,5,10765
ploh,1,1542.87,1,8012
xuezaiyue,2,1721.54,1,8012
ivan_metelsky,1,1539.31,2,8012
e-yura,2,1598.88,2,8012
rem,1,1409.14,3,8012
Chenhong,2,1549.22,3,8012
benetin,1,1257.83,4,8012
gaataq,2,1533.53,4,8012
bladerunner,1,1256.63,5,8012
skatou,2,1529.11,5,8012
AdrianKuegel,1,544.02,1,8058
battyone,1,182.43,2,8058
toast,1,175.53,3,8058
cbaray,1,0.0,4,8058
pegli,1,0.0,4,8058
Petr,1,1282.18,1,7994
tywok,2,1361.79,1,7994
kalinov,1,1236.6,2,7994
BukTop,2,1293.4,2,7994
TAG,1,694.33,3,7994
hhen926,2,1192.36,3,7994
Yarin,1,676.67,4,7994
metaljaguar,2,1144.21,4,7994
ivan_metelsky,1,673.87,5,7994
gagik,2,1122.51,5,7994
snewman,1,1269.13,1,8016
tomek,1,1171.18,2,8016
overwise,1,1047.4,3,8016
