status,solution_id,match_id,language,problem_id
Success,21468741,10650,C++,7321
Success,22663908,10650,Java,7321
Success,15604398,10651,C++,7331
Success,21868978,10651,Java,7331
Success,21547660,10075,C++,6734
Success,22653419,10074,C#,7258
Success,14886245,10074,C++,6494
Success,21992419,10073,VB,6794
Success,22629335,10072,C#,6859
Success,21992419,10073,VB,6795
Success,22285847,10072,C++,6867
Success,22658393,10071,C#,6825
Success,22629335,10072,C#,6873
Success,20812309,10069,C++,3454
Success,22375930,10071,C++,6809
Success,22630493,10071,C#,6786
Success,22532444,10070,C++,6829
Success,15604398,10070,C++,6768
Success,20210610,10070,C#,6772
